 ,Chamber 1 IntDen,Chamber 2 IntDen,Chamber 3 IntDen,Chamber 4 IntDen,Chamber 5 IntDen,Chamber 6 IntDen,Chamber 7 IntDen,Chamber 8 IntDen,Chamber 9 IntDen,Chamber 10 IntDen,Chamber 11 IntDen,Chamber 12 IntDen,Chamber 13 IntDen,Chamber 14 IntDen,Chamber 15 IntDen,Chamber 16 IntDen,Chamber 17 IntDen,Chamber 18 IntDen,Chamber 19 IntDen,Chamber 20 IntDen,Chamber 21 IntDen,Chamber 22 IntDen,Chamber 23 IntDen,Chamber 24 IntDen,Chamber 25 IntDen,Chamber 26 IntDen,Chamber 27 IntDen,Chamber 28 IntDen,Chamber 29 IntDen,Chamber 30 IntDen,Chamber 31 IntDen,Chamber 32 IntDen,Chamber 33 IntDen,Chamber 34 IntDen,Chamber 35 IntDen,Chamber 36 IntDen,Chamber 37 IntDen,Chamber 38 IntDen,Chamber 39 IntDen,Chamber 40 IntDen,Chamber 41 IntDen,Chamber 42 IntDen,Chamber 43 IntDen,Chamber 44 IntDen,Chamber 45 IntDen,Chamber 46 IntDen,Chamber 47 IntDen,Chamber 48 IntDen,Chamber 49 IntDen,Chamber 50 IntDen,Chamber 51 IntDen,Chamber 52 IntDen,Chamber 53 IntDen,Chamber 54 IntDen,Chamber 55 IntDen,Chamber 56 IntDen,Chamber 57 IntDen,Chamber 58 IntDen,Chamber 59 IntDen,Chamber 60 IntDen,Chamber 61 IntDen,Chamber 62 IntDen,Chamber 63 IntDen,Chamber 64 IntDen,Chamber 65 IntDen,Chamber 66 IntDen,Chamber 67 IntDen,Chamber 68 IntDen,Chamber 69 IntDen,Chamber 70 IntDen,Chamber 71 IntDen,Chamber 72 IntDen,Chamber 73 IntDen,Chamber 74 IntDen,Chamber 75 IntDen,Chamber 76 IntDen,Chamber 77 IntDen,Chamber 78 IntDen,Chamber 79 IntDen,Chamber 80 IntDen,Chamber 81 IntDen,Chamber 82 IntDen,Chamber 83 IntDen,Chamber 84 IntDen,Chamber 85 IntDen,Chamber 86 IntDen,Chamber 87 IntDen,Chamber 88 IntDen,Chamber 89 IntDen,Chamber 90 IntDen,Chamber 91 IntDen,Chamber 92 IntDen,Chamber 93 IntDen,Chamber 94 IntDen,Chamber 95 IntDen,Chamber 96 IntDen,Chamber 97 IntDen,Chamber 98 IntDen,Chamber 99 IntDen,Chamber 100 IntDen,Chamber 101 IntDen,Chamber 102 IntDen,Chamber 103 IntDen,Chamber 104 IntDen,Chamber 105 IntDen,Chamber 106 IntDen,Chamber 107 IntDen,Chamber 108 IntDen,Chamber 109 IntDen,Chamber 110 IntDen,Chamber 111 IntDen,Chamber 112 IntDen,Chamber 113 IntDen,Chamber 114 IntDen,Chamber 115 IntDen,Chamber 116 IntDen,Chamber 117 IntDen,Chamber 118 IntDen,Chamber 119 IntDen,Chamber 120 IntDen,Chamber 121 IntDen,Chamber 122 IntDen,Chamber 123 IntDen,Chamber 124 IntDen,Chamber 125 IntDen,Chamber 126 IntDen,Chamber 127 IntDen,Chamber 128 IntDen,Chamber 129 IntDen,Chamber 130 IntDen,Chamber 131 IntDen,Chamber 132 IntDen,Chamber 133 IntDen,Chamber 134 IntDen,Chamber 135 IntDen,Chamber 136 IntDen,Chamber 137 IntDen,Chamber 138 IntDen,Chamber 139 IntDen,Chamber 140 IntDen,Chamber 141 IntDen,Chamber 142 IntDen,Chamber 143 IntDen,Chamber 144 IntDen,Chamber 145 IntDen,Chamber 146 IntDen,Chamber 147 IntDen,Chamber 148 IntDen,Chamber 149 IntDen,Chamber 150 IntDen,Chamber 151 IntDen,Chamber 152 IntDen,Chamber 153 IntDen,Chamber 154 IntDen,Chamber 155 IntDen,Chamber 156 IntDen,Chamber 157 IntDen,Chamber 158 IntDen,Chamber 159 IntDen,Chamber 160 IntDen
97,1208519.000,738971.000,800535.000,850414.000,1324281.000,956768.000,1237865.000,1880741.000,1417899.000,1067336,1089011,2077700.000,1485718.000,1497373.000,1466340.000,1988505.000,2649192.000,1258033,1640731.000,1210087.000,735710.000,781186.000,836032.000,1210352.000,932178.000,962428.000,1011253.000,1044139.000,1426838.000,1109602,1437571.000,1132819,2057018.000,2139986.000,1089801,1773136.000,1787942.000,1876312.000,1604296.000,1188611.000,776499.000,818029.000,861943.000,910787.000,939555.000,1679519.000,1034324.000,1886060.000,1141723,1117214,1147130.000,1134493.000,1602058.000,2388367.000,1098708,2215823.000,1761146.000,2450290.000,1654865.000,966968.000,796831.000,833680.000,876345.000,914487.000,945137.000,985177.000,1025111.000,1059464,1090997,1129466.000,2029559.000,1773521.000,1573983.000,1124821,1175807,1331107.000,1803513.000,1493311.000,978201.000,1278144.000,803301.000,1161084.000,878993.000,906049.000,1650700.000,996860.000,1012838.000,1043291.000,1073844,1158078,1739663.000,1540199.000,2386576.000,1105764,1580214.000,1876640.000,1681501.000,986879.000,949080.000,1011758.000,803930.000,842261.000,878270.000,906730.000,942187.000,1271824.000,1040854.000,1044918.000,1066309,1543879.000,1112737,2012325.000,1108870,2197053.000,2283842.000,2045949.000,1025376.000,1735419.000,1638919.000,1243481.000,785158.000,819860.000,2605579.000,921831.000,924740.000,960465.000,990666.000,1017818.000,1045552.000,1064596,2050685.000,2736873.000,1099155,1590166.000,1480614.000,2026140.000,2194468.000,1762475.000,2119408.000,1360652.000,781580.000,826630.000,861994.000,1646767.000,909864.000,1915861.000,977004.000,987910.000,1009454.000,1038344.000,1043623.000,1113142,1779819.000,1340327.000,2066667.000,2160842.000,1664882.000,1664096.000,1615261.000,1199737.000
98,1208890.000,738090.000,799850.000,849607.000,1323658.000,958278.000,1239110.000,1881581.000,1415061.000,1068687,1087232,2078445.000,1485249.000,1494863.000,1464557.000,1989727.000,2651828.000,1259326,1636687.000,1213194.000,737620.000,781242.000,836984.000,1208943.000,930274.000,961998.000,1010275.000,1045960.000,1427796.000,1109369,1438459.000,1135531,2061084.000,2137688.000,1090999,1775214.000,1789092.000,1873069.000,1606783.000,1185302.000,776062.000,817593.000,863814.000,908771.000,939499.000,1679657.000,1033265.000,1884413.000,1141294,1116024,1149117.000,1134663.000,1599409.000,2390056.000,1096690,2219726.000,1765944.000,2447101.000,1655712.000,967567.000,798765.000,832276.000,875057.000,915250.000,945246.000,983993.000,1022958.000,1058393,1089382,1128192.000,2034691.000,1770025.000,1572896.000,1125247,1178746,1332558.000,1801232.000,1491313.000,977928.000,1276943.000,802568.000,1161805.000,879704.000,906521.000,1647291.000,994941.000,1013012.000,1044863.000,1076410,1156940,1739835.000,1534491.000,2389022.000,1104626,1581875.000,1874629.000,1675571.000,985995.000,950346.000,1015006.000,804168.000,843293.000,879189.000,907973.000,940961.000,1271331.000,1041051.000,1042843.000,1064577,1543072.000,1110266,2014907.000,1107070,2201553.000,2286906.000,2048955.000,1025834.000,1733438.000,1634362.000,1239767.000,786132.000,817635.000,2607496.000,922375.000,924155.000,960222.000,994192.000,1016402.000,1043826.000,1060240,2047428.000,2739233.000,1100860,1586079.000,1477020.000,2033460.000,2190775.000,1762235.000,2120026.000,1356701.000,780401.000,826364.000,862702.000,1646276.000,909146.000,1919679.000,976988.000,987944.000,1011175.000,1038166.000,1043930.000,1114026,1783237.000,1340706.000,2068870.000,2160568.000,1667085.000,1667170.000,1620853.000,1198688.000
99,1210034.000,737409.000,801016.000,849903.000,1323280.000,959198.000,1238346.000,1880055.000,1414016.000,1067923,1090784,2075236.000,1483773.000,1496485.000,1463696.000,1990521.000,2644375.000,1259686,1637981.000,1211459.000,737517.000,779328.000,835661.000,1210687.000,930080.000,962098.000,1009724.000,1045779.000,1431818.000,1106163,1436819.000,1132474,2068088.000,2147569.000,1090159,1780088.000,1791252.000,1877325.000,1607890.000,1182114.000,776669.000,816990.000,859486.000,909423.000,939667.000,1676001.000,1034746.000,1882322.000,1143424,1119994,1150154.000,1135759.000,1598343.000,2384832.000,1097832,2223640.000,1757857.000,2447095.000,1654473.000,966850.000,799345.000,834435.000,875945.000,914646.000,944607.000,983562.000,1023543.000,1059476,1090599,1127086.000,2039440.000,1770234.000,1569385.000,1125167,1185453,1329206.000,1798758.000,1489604.000,979493.000,1273946.000,802746.000,1164253.000,879354.000,908816.000,1646800.000,996034.000,1012981.000,1044220.000,1076469,1158374,1737254.000,1536304.000,2387581.000,1105758,1576398.000,1872871.000,1673459.000,989209.000,950134.000,1011726.000,805678.000,843266.000,877905.000,907460.000,942304.000,1268785.000,1040259.000,1041991.000,1065629,1542005.000,1111947,2024368.000,1108015,2209594.000,2293412.000,2055352.000,1027058.000,1736935.000,1632396.000,1240592.000,788002.000,819091.000,2611251.000,921047.000,923260.000,959911.000,993972.000,1017557.000,1043668.000,1064872,2039064.000,2735187.000,1099271,1589154.000,1478571.000,2037189.000,2188896.000,1764877.000,2116951.000,1352981.000,782264.000,826162.000,862339.000,1647075.000,910752.000,1920281.000,978717.000,987425.000,1013048.000,1040064.000,1046112.000,1112884,1781060.000,1344246.000,2068039.000,2157655.000,1667028.000,1669547.000,1620603.000,1197056.000
100,1205825.000,737899.000,799423.000,850091.000,1321304.000,959052.000,1243172.000,1881910.000,1411774.000,1066327,1090805,2071128.000,1481998.000,1494320.000,1462423.000,1988771.000,2641227.000,1260331,1633932.000,1214281.000,735509.000,781723.000,835767.000,1208174.000,931817.000,961055.000,1008936.000,1042219.000,1435168.000,1109130,1436279.000,1132008,2073091.000,2147476.000,1090023,1781203.000,1789789.000,1877011.000,1611306.000,1178646.000,775428.000,817871.000,861981.000,908825.000,940261.000,1672598.000,1036434.000,1877425.000,1142717,1117298,1147063.000,1132044.000,1596463.000,2385527.000,1097756,2223928.000,1763705.000,2447176.000,1651721.000,966296.000,797484.000,832050.000,873837.000,915899.000,945812.000,985012.000,1023587.000,1060279,1087154,1128195.000,2040356.000,1766140.000,1567388.000,1123202,1187097,1332793.000,1798425.000,1489652.000,978012.000,1273838.000,804229.000,1166620.000,879931.000,906407.000,1645434.000,995689.000,1012503.000,1045277.000,1076179,1157687,1738089.000,1536449.000,2391254.000,1105042,1577508.000,1869784.000,1673304.000,987681.000,950328.000,1013731.000,804881.000,842029.000,875558.000,905828.000,940831.000,1270383.000,1042162.000,1043388.000,1064148,1537702.000,1108716,2029492.000,1106980,2218800.000,2293625.000,2057915.000,1025718.000,1732047.000,1634209.000,1238594.000,787247.000,818679.000,2613364.000,921764.000,926328.000,958114.000,991848.000,1017429.000,1043065.000,1064965,2036789.000,2736732.000,1100200,1586544.000,1475271.000,2035691.000,2185010.000,1765905.000,2115051.000,1352842.000,780686.000,824977.000,862281.000,1643631.000,910733.000,1917165.000,975532.000,988335.000,1009529.000,1038304.000,1044054.000,1112651,1781675.000,1341469.000,2071564.000,2158950.000,1667311.000,1671357.000,1621176.000,1196391.000
101,1205678.000,739720.000,801003.000,849501.000,1321557.000,958622.000,1242983.000,1880931.000,1410051.000,1064975,1091455,2070576.000,1483291.000,1494915.000,1462846.000,1989642.000,2638248.000,1261931,1634915.000,1213189.000,737635.000,779825.000,835665.000,1205484.000,929357.000,962422.000,1008844.000,1043184.000,1435135.000,1106407,1435401.000,1133144,2083774.000,2153069.000,1089552,1783515.000,1790717.000,1875549.000,1614995.000,1175838.000,776793.000,817891.000,861569.000,908568.000,941502.000,1669875.000,1034776.000,1878648.000,1143975,1116317,1149855.000,1133216.000,1594740.000,2376999.000,1097369,2230278.000,1761378.000,2449537.000,1654926.000,967466.000,798788.000,833696.000,875877.000,914661.000,945620.000,983567.000,1022110.000,1059451,1089141,1127094.000,2043995.000,1766118.000,1564080.000,1123823,1189669,1331816.000,1794786.000,1488482.000,978617.000,1268224.000,804327.000,1168192.000,879510.000,905601.000,1648588.000,995703.000,1014026.000,1044713.000,1074167,1158219,1737734.000,1538205.000,2396262.000,1106106,1574570.000,1871794.000,1669610.000,988048.000,950967.000,1015087.000,805414.000,842434.000,877590.000,905120.000,942895.000,1268347.000,1039682.000,1043109.000,1065151,1540760.000,1111742,2036482.000,1107272,2215228.000,2297439.000,2064468.000,1027263.000,1727121.000,1632503.000,1239585.000,786585.000,817508.000,2612119.000,920152.000,924257.000,958452.000,990249.000,1015071.000,1044231.000,1064386,2036902.000,2737065.000,1098161,1586993.000,1473651.000,2038083.000,2181144.000,1768911.000,2115698.000,1350887.000,781805.000,824812.000,863680.000,1641661.000,910160.000,1921012.000,975564.000,987888.000,1010047.000,1037462.000,1043698.000,1113044,1783655.000,1339282.000,2066837.000,2155877.000,1666243.000,1670872.000,1624798.000,1194310.000
102,1201874.000,739182.000,797714.000,849164.000,1318167.000,958495.000,1245594.000,1880581.000,1408301.000,1063684,1090152,2072318.000,1480849.000,1490694.000,1458417.000,1985629.000,2634726.000,1262711,1636705.000,1213388.000,736658.000,781489.000,834152.000,1206139.000,932578.000,961266.000,1008671.000,1042156.000,1437741.000,1105216,1436813.000,1133915,2083428.000,2154930.000,1087436,1789472.000,1790370.000,1874235.000,1619900.000,1172127.000,775312.000,819497.000,860541.000,908779.000,940665.000,1667143.000,1034505.000,1877562.000,1144076,1117442,1148936.000,1135863.000,1590957.000,2380786.000,1097600,2232073.000,1759527.000,2444820.000,1651059.000,965771.000,795850.000,832814.000,875124.000,917382.000,947113.000,982407.000,1024342.000,1057271,1088143,1127939.000,2046025.000,1766750.000,1563354.000,1125448,1190591,1335736.000,1792625.000,1488112.000,981089.000,1267388.000,803511.000,1166145.000,879488.000,908551.000,1644640.000,993802.000,1012897.000,1044552.000,1075634,1158142,1735396.000,1533752.000,2396683.000,1107513,1578879.000,1867050.000,1664603.000,988398.000,948984.000,1015519.000,805577.000,844030.000,875375.000,906734.000,940767.000,1272013.000,1041032.000,1043839.000,1063396,1539726.000,1110868,2042423.000,1107694,2223729.000,2305649.000,2072343.000,1022822.000,1726082.000,1627718.000,1235814.000,785203.000,817505.000,2612119.000,920432.000,924221.000,960093.000,992167.000,1016300.000,1045219.000,1060936,2035243.000,2735839.000,1099674,1580862.000,1471059.000,2039174.000,2181729.000,1768092.000,2112852.000,1350064.000,779580.000,826754.000,863815.000,1639979.000,909959.000,1918037.000,976240.000,987854.000,1012306.000,1037717.000,1044116.000,1114577,1783577.000,1339833.000,2064874.000,2154167.000,1668927.000,1672048.000,1626242.000,1191630.000
103,1202862.000,738884.000,799301.000,848388.000,1317789.000,958556.000,1246522.000,1880661.000,1407530.000,1066355,1090545,2074912.000,1482082.000,1495377.000,1460345.000,1987112.000,2628789.000,1263284,1640492.000,1212025.000,736701.000,780653.000,837915.000,1205223.000,931125.000,963224.000,1009235.000,1044292.000,1438349.000,1106285,1433024.000,1131555,2094297.000,2159483.000,1090928,1793200.000,1795210.000,1879725.000,1623812.000,1170128.000,777349.000,817091.000,860575.000,908159.000,940015.000,1666700.000,1035198.000,1875350.000,1144828,1117791,1149821.000,1136297.000,1588550.000,2377712.000,1099001,2239843.000,1757832.000,2449627.000,1651168.000,966966.000,796907.000,832106.000,873882.000,915564.000,944633.000,985656.000,1023380.000,1057524,1089495,1128550.000,2052622.000,1764697.000,1559931.000,1125771,1196504,1335865.000,1793553.000,1486408.000,977483.000,1264156.000,803257.000,1168528.000,878780.000,906006.000,1644331.000,994287.000,1011235.000,1042880.000,1075462,1156804,1735730.000,1536700.000,2398423.000,1105001,1577692.000,1864379.000,1664125.000,985252.000,950684.000,1014726.000,803065.000,842965.000,875814.000,907624.000,940152.000,1270791.000,1039588.000,1042769.000,1065602,1541340.000,1111002,2050308.000,1106760,2231522.000,2306470.000,2083247.000,1026690.000,1723895.000,1631694.000,1235566.000,785550.000,817806.000,2615398.000,918937.000,924634.000,958969.000,994007.000,1016946.000,1042214.000,1065415,2041073.000,2729558.000,1098784,1578867.000,1469072.000,2041401.000,2173207.000,1771708.000,2114652.000,1344704.000,780120.000,825892.000,862801.000,1633685.000,907684.000,1920151.000,974265.000,987284.000,1009698.000,1039235.000,1045101.000,1116619,1789992.000,1341371.000,2066065.000,2156683.000,1667207.000,1673752.000,1627621.000,1193354.000
104,1201175.000,738187.000,798658.000,849350.000,1315391.000,957760.000,1245929.000,1880593.000,1402745.000,1064035,1089802,2072169.000,1483297.000,1494155.000,1456717.000,1982178.000,2626674.000,1263213,1639102.000,1210597.000,736772.000,778432.000,834303.000,1204055.000,926402.000,960805.000,1005628.000,1039725.000,1439018.000,1105159,1436506.000,1128830,2100494.000,2156262.000,1087738,1793698.000,1791006.000,1874898.000,1627205.000,1168899.000,775952.000,817689.000,860378.000,907869.000,939424.000,1662753.000,1032246.000,1872738.000,1145639,1116354,1147249.000,1135276.000,1590221.000,2376304.000,1097317,2241223.000,1758029.000,2446175.000,1651726.000,966631.000,796210.000,832818.000,873028.000,917205.000,946574.000,982338.000,1020792.000,1057216,1089117,1128033.000,2053758.000,1762964.000,1553529.000,1123881,1195259,1332557.000,1783857.000,1486110.000,977228.000,1264106.000,801984.000,1171271.000,876150.000,904511.000,1640691.000,994480.000,1012070.000,1044425.000,1075033,1158854,1734247.000,1532802.000,2397870.000,1103513,1578433.000,1860896.000,1659283.000,985539.000,948659.000,1012710.000,803440.000,841248.000,875444.000,905043.000,943000.000,1272708.000,1038792.000,1045664.000,1064109,1540797.000,1111805,2053611.000,1107875,2231809.000,2311751.000,2090416.000,1022083.000,1721191.000,1629845.000,1231947.000,784424.000,816200.000,2611602.000,918673.000,922423.000,960493.000,990420.000,1014469.000,1041546.000,1063273,2037136.000,2729167.000,1098855,1578168.000,1466906.000,2042490.000,2171327.000,1773433.000,2107317.000,1343717.000,779407.000,824669.000,862051.000,1634617.000,907736.000,1920969.000,975140.000,986579.000,1009994.000,1038095.000,1044605.000,1117610,1785231.000,1338395.000,2060528.000,2155728.000,1669212.000,1671765.000,1625114.000,1191530.000
105,1201404.000,737119.000,798872.000,850709.000,1318466.000,961302.000,1247602.000,1882703.000,1399893.000,1064574,1093452,2071269.000,1480690.000,1490852.000,1459706.000,1987269.000,2624914.000,1263426,1638007.000,1211606.000,735238.000,778809.000,834739.000,1203899.000,929552.000,960298.000,1008321.000,1040300.000,1438142.000,1105558,1433464.000,1130870,2115294.000,2162671.000,1089370,1793180.000,1793108.000,1881010.000,1631795.000,1166381.000,774903.000,818975.000,859636.000,906475.000,939709.000,1663563.000,1034740.000,1875712.000,1144365,1117113,1148137.000,1132164.000,1587729.000,2371726.000,1099028,2251712.000,1755992.000,2446358.000,1653635.000,964103.000,797464.000,831578.000,872173.000,914329.000,945005.000,982867.000,1022185.000,1057384,1087113,1125737.000,2060362.000,1764650.000,1556439.000,1124851,1196173,1336324.000,1788149.000,1486766.000,977479.000,1260227.000,801400.000,1171967.000,877978.000,906376.000,1639634.000,996063.000,1011088.000,1043384.000,1075535,1159866,1733535.000,1532890.000,2403337.000,1104951,1579420.000,1860549.000,1660465.000,987553.000,946936.000,1014646.000,803678.000,841419.000,877011.000,904542.000,940881.000,1271207.000,1037311.000,1043004.000,1064464,1537932.000,1110930,2061546.000,1107696,2240978.000,2316786.000,2097586.000,1025024.000,1726284.000,1629194.000,1231654.000,783873.000,817724.000,2614160.000,921260.000,922946.000,958396.000,992740.000,1017664.000,1042229.000,1062750,2034101.000,2732001.000,1097381,1578885.000,1461798.000,2046974.000,2166390.000,1775539.000,2114001.000,1343394.000,781668.000,826993.000,862935.000,1635788.000,906781.000,1921796.000,976978.000,988371.000,1009365.000,1039906.000,1044552.000,1118127,1788687.000,1341955.000,2063898.000,2153242.000,1673285.000,1677256.000,1628437.000,1193851.000
106,1197584.000,738161.000,798196.000,848397.000,1316074.000,959913.000,1248416.000,1877673.000,1398008.000,1066500,1090927,2071053.000,1477268.000,1492744.000,1457547.000,1981524.000,2619503.000,1265552,1634029.000,1209987.000,735485.000,779374.000,833564.000,1202617.000,928504.000,959926.000,1008293.000,1042818.000,1440592.000,1107081,1436903.000,1130459,2119447.000,2168814.000,1087085,1801983.000,1793562.000,1878400.000,1632978.000,1165229.000,775046.000,817568.000,860644.000,907392.000,938386.000,1660559.000,1031863.000,1872316.000,1144806,1117628,1148732.000,1134000.000,1581621.000,2367871.000,1096502,2254297.000,1758337.000,2443392.000,1652449.000,963715.000,796835.000,832008.000,873784.000,915468.000,943545.000,984358.000,1021581.000,1059011,1087836,1126407.000,2062744.000,1757925.000,1551204.000,1122831,1197257,1337220.000,1789053.000,1483616.000,979816.000,1258512.000,801660.000,1170783.000,878095.000,904763.000,1639684.000,994677.000,1011064.000,1043008.000,1073797,1160836,1736011.000,1535839.000,2410211.000,1105881,1576443.000,1858352.000,1653109.000,987294.000,949097.000,1014168.000,803258.000,841613.000,875323.000,903828.000,942379.000,1271834.000,1039913.000,1042190.000,1064599,1538547.000,1111686,2068333.000,1104481,2246514.000,2320414.000,2100525.000,1022975.000,1721716.000,1627502.000,1233654.000,785707.000,816889.000,2609344.000,919921.000,921752.000,958395.000,991715.000,1015254.000,1043400.000,1062263,2033639.000,2727921.000,1096968,1577558.000,1460939.000,2050195.000,2164341.000,1777377.000,2113675.000,1337479.000,782181.000,826901.000,863115.000,1635429.000,906283.000,1923094.000,974430.000,986880.000,1009701.000,1039799.000,1043741.000,1117142,1787820.000,1342860.000,2062532.000,2153668.000,1673653.000,1681023.000,1626906.000,1191063.000
107,1192790.000,737593.000,800591.000,847716.000,1316306.000,960315.000,1246303.000,1878909.000,1395042.000,1064998,1090776,2066816.000,1477581.000,1492383.000,1453654.000,1986090.000,2616101.000,1265116,1635317.000,1208963.000,737951.000,779213.000,835033.000,1200288.000,927965.000,959707.000,1004413.000,1041826.000,1442022.000,1104050,1432685.000,1131013,2127282.000,2169612.000,1089184,1804604.000,1792559.000,1882152.000,1635754.000,1163475.000,775000.000,815838.000,860341.000,907309.000,939183.000,1656771.000,1031896.000,1872760.000,1143858,1116671,1146171.000,1132704.000,1580382.000,2366097.000,1096589,2254531.000,1758177.000,2444765.000,1654151.000,963837.000,797050.000,833404.000,874666.000,914718.000,944215.000,982557.000,1020408.000,1057635,1087898,1126127.000,2066839.000,1758086.000,1551222.000,1121940,1196886,1335278.000,1784160.000,1481787.000,976473.000,1255085.000,802038.000,1171200.000,877483.000,904195.000,1636401.000,993641.000,1009879.000,1042914.000,1072036,1160301,1733200.000,1533001.000,2410814.000,1104197,1574412.000,1858108.000,1653494.000,985508.000,947486.000,1015111.000,805144.000,840078.000,877086.000,903540.000,941300.000,1269508.000,1036027.000,1041555.000,1063046,1537072.000,1106648,2073063.000,1106319,2249103.000,2323232.000,2107007.000,1025845.000,1723636.000,1622901.000,1230140.000,786090.000,813237.000,2612783.000,918588.000,922091.000,957594.000,991970.000,1014287.000,1041947.000,1060406,2031173.000,2721169.000,1096171,1577101.000,1459511.000,2051408.000,2160151.000,1776373.000,2113147.000,1334057.000,780628.000,824931.000,860856.000,1635661.000,908211.000,1925923.000,974213.000,986055.000,1008103.000,1039909.000,1045845.000,1118625,1788786.000,1340064.000,2059025.000,2149976.000,1673869.000,1684159.000,1628835.000,1190420.000
108,1188495.000,736537.000,800159.000,849454.000,1312281.000,959188.000,1248233.000,1878460.000,1390805.000,1066357,1091620,2067863.000,1478162.000,1492183.000,1451656.000,1981451.000,2611679.000,1266773,1633720.000,1209069.000,736473.000,779568.000,833426.000,1198204.000,929284.000,959015.000,1006009.000,1039731.000,1444927.000,1104540,1431509.000,1130617,2137830.000,2174468.000,1086996,1809246.000,1792571.000,1881110.000,1636254.000,1161837.000,777009.000,817940.000,861756.000,907626.000,936311.000,1659066.000,1034158.000,1869435.000,1143610,1114865,1149931.000,1131476.000,1580006.000,2363594.000,1095523,2258453.000,1752988.000,2450280.000,1654004.000,965207.000,795470.000,832464.000,874055.000,912697.000,944782.000,981970.000,1021257.000,1057767,1085444,1124810.000,2072204.000,1757896.000,1547743.000,1124693,1199678,1338767.000,1783216.000,1482077.000,977357.000,1254639.000,804894.000,1174597.000,876110.000,904980.000,1636425.000,994541.000,1010877.000,1039082.000,1072167,1161795,1730417.000,1532303.000,2413585.000,1102464,1572838.000,1856692.000,1651856.000,985433.000,948001.000,1017826.000,801448.000,839947.000,875954.000,904019.000,939470.000,1269152.000,1037466.000,1041522.000,1064897,1537312.000,1108377,2083239.000,1105873,2254092.000,2325783.000,2111645.000,1022659.000,1720780.000,1620854.000,1228597.000,785610.000,814973.000,2613075.000,918942.000,922876.000,956296.000,990138.000,1016621.000,1042181.000,1060552,2031650.000,2719157.000,1097726,1576107.000,1454902.000,2055538.000,2160069.000,1782652.000,2111549.000,1331779.000,779390.000,826924.000,860125.000,1633948.000,906796.000,1923579.000,973386.000,987186.000,1007920.000,1037022.000,1043626.000,1118202,1789718.000,1342392.000,2063598.000,2147060.000,1674652.000,1682484.000,1631274.000,1192447.000
109,1181238.000,736674.000,800478.000,849643.000,1312644.000,961176.000,1251396.000,1874534.000,1392564.000,1065271,1092666,2067902.000,1476456.000,1492544.000,1454053.000,1984327.000,2610964.000,1266397,1634082.000,1206584.000,737426.000,779409.000,834745.000,1200040.000,927089.000,961322.000,1005985.000,1039064.000,1445624.000,1104899,1433145.000,1130883,2148180.000,2176795.000,1086041,1808397.000,1795202.000,1884261.000,1640830.000,1160272.000,774165.000,816958.000,857959.000,907282.000,938590.000,1656695.000,1031943.000,1863103.000,1144731,1114485,1148298.000,1131397.000,1576064.000,2358418.000,1094629,2268579.000,1754042.000,2446578.000,1654782.000,964906.000,796144.000,830981.000,874250.000,912302.000,945976.000,981345.000,1021709.000,1058256,1085606,1126227.000,2074632.000,1759982.000,1543883.000,1121600,1205061,1340433.000,1782816.000,1478008.000,978523.000,1250655.000,801288.000,1175102.000,876959.000,904566.000,1634313.000,991545.000,1012867.000,1041172.000,1073175,1160578,1730739.000,1528748.000,2416117.000,1104497,1577082.000,1854885.000,1647239.000,984316.000,949125.000,1016739.000,802978.000,841344.000,876268.000,903409.000,939329.000,1269132.000,1037413.000,1040071.000,1064070,1539756.000,1109871,2089213.000,1104429,2265856.000,2333346.000,2115269.000,1023984.000,1723006.000,1620405.000,1226269.000,786088.000,816693.000,2612736.000,920179.000,921517.000,957284.000,989692.000,1016299.000,1043070.000,1063201,2027589.000,2712320.000,1098517,1575712.000,1451805.000,2056387.000,2155778.000,1781657.000,2118388.000,1330241.000,779060.000,826038.000,861486.000,1631785.000,908218.000,1929205.000,972443.000,987783.000,1009747.000,1039309.000,1046244.000,1119283,1790979.000,1341198.000,2064371.000,2146596.000,1676557.000,1689295.000,1632852.000,1190233.000
